FINCoS Driver Log File.
 Driver Alias: producer
 Driver Address: 127.0.0.1
 Connection: cepjs@orangepi
 Load generation start time: Fri Aug 23 15:33:23 GMT-03:00 2019
1566585203000,line55,-8.03096687129,-34.95500386016,true
1566585203871,line68,-8.06235811461,-34.88100846837,true
1566585204646,line287,-8.13053138801,-34.90116670633,true
1566585205361,line55,-8.03095783105,-34.95500381691,true
1566585206025,line68,-8.06131815218,-34.88303558965,true
1566585206649,line287,-8.12722804116,-34.89998079619,true
1566585207237,line55,-8.03096678507,-34.95502199986,true
1566585207797,line68,-8.06118137588,-34.88328894759,true
1566585208332,line287,-8.12722804116,-34.89998079619,true
1566585208845,line55,-8.03098477932,-34.95504022606,true
1566585209340,line68,-8.06084433019,-34.88384072449,true
1566585209813,line287,-8.12517036846,-34.89920902804,true
1566585210282,line55,-8.03099381956,-34.95504026931,true
1566585210720,line68,-8.06080800097,-34.8838768407,true
1566585211153,line287,-8.12282390427,-34.89832704379,true
1566585211581,line55,-8.0310028598,-34.95504031257,true
1566585211983,line68,-8.05976761036,-34.8859946531,true
1566585212385,line287,-8.12200248835,-34.89805101222,true
1566585212779,line55,-8.03099386268,-34.95503119947,true
1566585213158,line68,-8.05974898654,-34.88611249045,true
1566585213532,line287,-8.12109151318,-34.89759311417,true
1566585213898,line55,-8.0310028598,-34.95504031257,true
1566585214257,line68,-8.05969369938,-34.88633901048,true
1566585214609,line287,-8.12109151318,-34.89759311417,true
1566585214955,line55,-8.0310028598,-34.95504031257,true
1566585215294,line68,-8.05969369938,-34.88633901048,true
1566585215627,line287,-8.11705269195,-34.89514277876,true
1566585215958,line55,-8.03099381956,-34.95504026931,true
1566585216279,line68,-8.05793487145,-34.88936964711,true
1566585216598,line287,-8.11705269195,-34.89514277876,true
1566585216911,line55,-8.03098477932,-34.95504022606,true
1566585217220,line68,-8.05777101226,-34.88961380353,true
1566585217525,line287,-8.11359987644,-34.8930399853,true
1566585217825,line55,-8.03095757237,-34.95505823599,true
1566585218122,line68,-8.05659871443,-34.89288297799,true
1566585218414,line287,-8.11107569053,-34.89148590302,true
1566585218703,line55,-8.03092149764,-34.95503992328,true
1566585218988,line68,-8.05604924339,-34.89440434026,true
1566585219270,line287,-8.10991253437,-34.89081819814,true
1566585219549,line55,-8.03092145452,-34.95504899313,true
1566585219823,line68,-8.05413401621,-34.89605540445,true
1566585220097,line287,-8.10975030972,-34.89070857427,true
1566585220365,line55,-8.03092145452,-34.95504899313,true
1566585220631,line68,-8.05376264098,-34.8962078809,true
1566585220895,line287,-8.10732353504,-34.88959044025,true
1566585221155,line55,-8.03093071033,-34.95500368715,true
1566585221413,line68,-8.05264289379,-34.8978807744,true
1566585221669,line287,-8.10348041028,-34.88781253089,true
1566585221922,line55,-8.0309306241,-34.95502182684,true
1566585222181,line68,-8.05245633209,-34.89912260821,true
1566585222421,line287,-8.10007916696,-34.88627259001,true
1566585222667,line55,-8.03088525045,-34.95505788996,true
